ID,Cnumber,RegionID,RegionName,Type,SubType,Category,ReEst_Subsidy2009,NewData,Developed,HDI_2005,Countries,%SSFsubsidies_assessed,weighted_by_sectorsize,Data_group,%SSF_totalCatch_EEZ,%SSF_totalCatch_Country,%SSF_decimal,SSF_USD_1000,Comment,DocSource,SourceVisitDate,Ref,URL,User,OldComment
60,32,4,"South, Central America and Carribbean",B5,Tax exemption,Bad,7248.5576479133,FALSE,Developing,0.869,Argentina,17.3432015871,TRUE,3,16.6850179843,17.3432015871,0.1668501798,1257.1319650318,,,,,,,
61,32,4,"South, Central America and Carribbean",B6,Fishing access,Bad,0,FALSE,Developing,0.869,Argentina,NA,NA,NA,16.6850179843,17.3432015871,0.1668501798,#VALUE!,,,,,,,
63,32,4,"South, Central America and Carribbean",C1,Fisher assistance,Ugly,8367.5222853463,FALSE,Developing,0.869,Argentina,0,1,2,16.6850179843,17.3432015871,0.1668501798,0,,,,,,,
64,32,4,"South, Central America and Carribbean",C2,Vessel buyback,Ugly,30598.8702446747,FALSE,Developing,0.869,Argentina,0,1,2,16.6850179843,17.3432015871,0.1668501798,0,,,,,,,
65,32,4,"South, Central America and Carribbean",C3,Rural fisher communities,Ugly,0,FALSE,Developing,0.869,Argentina,NA,NA,NA,16.6850179843,17.3432015871,0.1668501798,#VALUE!,,,,,,,
66,36,5,Oceania,A1,Fisheries mangt.,Good,61780.4184904845,FALSE,Developed,0.962,Australia,19.4614919181,TRUE,3,19.4614919181,17.1461187215,0.1946149192,12023.3911514674,,,,,,,
67,36,5,Oceania,A2,Fishery R&D,Good,9922.3182802181,FALSE,Developed,0.962,Australia,17.1461187215,TRUE,3,19.4614919181,17.1461187215,0.1946149192,1701.2924722475,,,,,,,
68,36,5,Oceania,A3,MPAs,Good,72077.4075609905,TRUE,Developed,0.962,Australia,19.4614919181,TRUE,3,19.4614919181,17.1461187215,0.1946149192,14027.3388472271,,,,,,,
69,36,5,Oceania,B1,Boat constsruct. & renov.,Bad,89014.7502704617,FALSE,Developed,0.962,Australia,17.1461187215,TRUE,3,19.4614919181,17.1461187215,0.1946149192,15262.5747609856,,,,,,,
70,36,5,Oceania,B2,Fisheries dev. projects,Bad,0,FALSE,Developed,0.962,Australia,NA,NA,NA,19.4614919181,17.1461187215,0.1946149192,#VALUE!,,,,,,,
71,36,5,Oceania,B3,Fishing port develop.,Bad,0,FALSE,Developed,0.962,Australia,NA,NA,NA,19.4614919181,17.1461187215,0.1946149192,#VALUE!,,,,,,,
72,36,5,Oceania,B4,Markt. & storage infrast.,Bad,0,FALSE,Developed,0.962,Australia,NA,NA,NA,19.4614919181,17.1461187215,0.1946149192,#VALUE!,,,,,,,
73,36,5,Oceania,B5,Tax exemption,Bad,0,FALSE,Developed,0.962,Australia,NA,NA,NA,19.4614919181,17.1461187215,0.1946149192,#VALUE!,,,,,,,
74,36,5,Oceania,B6,Fishing access,Bad,0,FALSE,Developed,0.962,Australia,NA,NA,NA,19.4614919181,17.1461187215,0.1946149192,#VALUE!,,,,,,,
76,36,5,Oceania,C1,Fisher assistance,Ugly,28262.2627115618,FALSE,Developed,0.962,Australia,100,TRUE,2,19.4614919181,17.1461187215,0.1946149192,28262.2627115618,,,,,,,
77,36,5,Oceania,C2,Vessel buyback,Ugly,168997.617790996,FALSE,Developed,0.962,Australia,0,1,3,19.4614919181,17.1461187215,0.1946149192,0,,,,,,,
78,36,5,Oceania,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.962,Australia,NA,NA,NA,19.4614919181,17.1461187215,0.1946149192,#VALUE!,,,,,,,
313,152,4,"South, Central America and Carribbean",A1,Fisheries mangt.,Good,59616.9675740558,FALSE,Developed,0.867,Chile,0.4635615754,FALSE,1,69.3929538251,75.6159099934,0.6939295383,276.3613541023,,,,,,,
314,152,4,"South, Central America and Carribbean",A2,Fishery R&D,Good,5812.2790468777,FALSE,Developed,0.867,Chile,75.6159099934,TRUE,3,69.3929538251,75.6159099934,0.6939295383,4395.0076926546,,,,,,,
315,152,4,"South, Central America and Carribbean",A3,MPAs,Good,3787.8273811759,FALSE,Developed,0.867,Chile,69.3929538251,TRUE,3,69.3929538251,75.6159099934,0.6939295383,2628.4853055922,,,,,,,
316,152,4,"South, Central America and Carribbean",B1,Boat constsruct. & renov.,Bad,0,FALSE,Developed,0.867,Chile,NA,NA,NA,69.3929538251,75.6159099934,0.6939295383,#VALUE!,,,,,,,
317,152,4,"South, Central America and Carribbean",B2,Fisheries dev. projects,Bad,3976.887740943,TRUE,Developed,0.867,Chile,31.3188636356,FALSE,1,69.3929538251,75.6159099934,0.6939295383,1245.5160485271,,,,,,,
318,152,4,"South, Central America and Carribbean",B3,Fishing port develop.,Bad,0,FALSE,Developed,0.867,Chile,NA,NA,NA,69.3929538251,75.6159099934,0.6939295383,#VALUE!,,,,,,,
319,152,4,"South, Central America and Carribbean",B4,Markt. & storage infrast.,Bad,63021.5826792525,FALSE,Developed,0.867,Chile,0,1,2,69.3929538251,75.6159099934,0.6939295383,0,,,,,,,
320,152,4,"South, Central America and Carribbean",B5,Tax exemption,Bad,0,FALSE,Developed,0.867,Chile,NA,NA,NA,69.3929538251,75.6159099934,0.6939295383,#VALUE!,,,,,,,
321,152,4,"South, Central America and Carribbean",B6,Fishing access,Bad,0,FALSE,Developed,0.867,Chile,NA,NA,NA,69.3929538251,75.6159099934,0.6939295383,#VALUE!,,,,,,,
323,152,4,"South, Central America and Carribbean",C1,Fisher assistance,Ugly,0,FALSE,Developed,0.867,Chile,NA,NA,NA,69.3929538251,75.6159099934,0.6939295383,#VALUE!,,,,,,,
324,152,4,"South, Central America and Carribbean",C2,Vessel buyback,Ugly,0,FALSE,Developed,0.867,Chile,NA,NA,NA,69.3929538251,75.6159099934,0.6939295383,#VALUE!,,,,,,,
325,152,4,"South, Central America and Carribbean",C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.867,Chile,NA,NA,NA,69.3929538251,75.6159099934,0.6939295383,#VALUE!,,,,,,,
807,352,1,Europe,A1,Fisheries mangt.,Good,32866.405544,TRUE,Developed,0.968,Iceland,3.5343035343,TRUE,3,3.5343035343,3.0205601151,0.0353430353,1161.5985327401,,,,,,,
808,352,1,Europe,A2,Fishery R&D,Good,28494.7206878506,TRUE,Developed,0.968,Iceland,3.0205601151,TRUE,3,3.5343035343,3.0205601151,0.0353430353,860.7001679975,,,,,,,
809,352,1,Europe,A3,MPAs,Good,5755.2777407356,FALSE,Developed,0.968,Iceland,3.5343035343,TRUE,3,3.5343035343,3.0205601151,0.0353430353,203.4089845998,,,,,,,
810,352,1,Europe,B1,Boat constsruct. & renov.,Bad,0,FALSE,Developed,0.968,Iceland,NA,NA,NA,3.5343035343,3.0205601151,0.0353430353,#VALUE!,,,,,,,
811,352,1,Europe,B2,Fisheries dev. projects,Bad,0,FALSE,Developed,0.968,Iceland,NA,NA,NA,3.5343035343,3.0205601151,0.0353430353,#VALUE!,,,,,,,
812,352,1,Europe,B3,Fishing port develop.,Bad,0,FALSE,Developed,0.968,Iceland,NA,NA,NA,3.5343035343,3.0205601151,0.0353430353,#VALUE!,,,,,,,
813,352,1,Europe,B4,Markt. & storage infrast.,Bad,15773.511594,TRUE,Developed,0.968,Iceland,0,1,2,3.5343035343,3.0205601151,0.0353430353,0,,,,,,,
814,352,1,Europe,B5,Tax exemption,Bad,21838.732026,TRUE,Developed,0.968,Iceland,3.0205601151,TRUE,3,3.5343035343,3.0205601151,0.0353430353,659.6520292141,,,,,,,
815,352,1,Europe,B6,Fishing access,Bad,0,FALSE,Developed,0.968,Iceland,NA,NA,NA,3.5343035343,3.0205601151,0.0353430353,#VALUE!,,,,,,,
817,352,1,Europe,C1,Fisher assistance,Ugly,28494.7206878506,TRUE,Developed,0.968,Iceland,3.0205601151,TRUE,3,3.5343035343,3.0205601151,0.0353430353,860.7001679975,,,,,,,
818,352,1,Europe,C2,Vessel buyback,Ugly,0,FALSE,Developed,0.968,Iceland,NA,NA,NA,3.5343035343,3.0205601151,0.0353430353,#VALUE!,,,,,,,
819,352,1,Europe,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.968,Iceland,NA,NA,NA,3.5343035343,3.0205601151,0.0353430353,#VALUE!,,,,,,,
937,392,2,Asia,A1,Fisheries mangt.,Good,484784.860289951,FALSE,Developed,0.953,Japan,23.5867240514,TRUE,3,23.5867240514,11.8,0.2358672405,114344.867239726,,,,,,,
938,392,2,Asia,A2,Fishery R&D,Good,187663.427002875,FALSE,Developed,0.953,Japan,11.8,1,2,23.5867240514,11.8,0.2358672405,22144.2843863392,,,,,,,
939,392,2,Asia,A3,MPAs,Good,42521.0386289486,FALSE,Developed,0.953,Japan,23.5867240514,TRUE,3,23.5867240514,11.8,0.2358672405,10029.3200452142,,,,,,,
940,392,2,Asia,B1,Boat constsruct. & renov.,Bad,173250,TRUE,Developed,0.953,Japan,74.5,1,2,23.5867240514,11.8,0.2358672405,129071.25,,,,,,,
941,392,2,Asia,B2,Fisheries dev. projects,Bad,152196.9362944,TRUE,Developed,0.953,Japan,27.0404714097,TRUE,2,23.5867240514,11.8,0.2358672405,41154.769045109,,,,,,,
942,392,2,Asia,B3,Fishing port develop.,Bad,2048628.89269219,FALSE,Developed,0.953,Japan,27.0404714097,TRUE,3,23.5867240514,11.8,0.2358672405,553958.91001905,,,,,,,
943,392,2,Asia,B4,Markt. & storage infrast.,Bad,32358.6358873588,FALSE,Developed,0.953,Japan,15.7,1,2,23.5867240514,11.8,0.2358672405,5080.3058343153,,,,,,,
944,392,2,Asia,B5,Tax exemption,Bad,169965.43660958,FALSE,Developed,0.953,Japan,27.0404714097,TRUE,3,23.5867240514,11.8,0.2358672405,45959.4552927657,,,,,,,
945,392,2,Asia,B6,Fishing access,Bad,257347.54829394,FALSE,Developed,0.953,Japan,0,1,3,23.5867240514,11.8,0.2358672405,0,,,,,,,
947,392,2,Asia,C1,Fisher assistance,Ugly,767563.390221518,FALSE,Developed,0.953,Japan,27.0404714097,TRUE,2,23.5867240514,11.8,0.2358672405,207552.759084085,,,,,,,
948,392,2,Asia,C2,Vessel buyback,Ugly,173250,TRUE,Developed,0.953,Japan,0,FALSE,2,23.5867240514,11.8,0.2358672405,0,,,,,,,
949,392,2,Asia,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.953,Japan,NA,NA,NA,23.5867240514,11.8,0.2358672405,#VALUE!,,,,,,,
1158,484,6,North America,A1,Fisheries mangt.,Good,8903.2876295588,FALSE,Developed,0.829,Mexico,10,1,2,42.2021387338,40.2191558442,0.4220213873,890.3287629559,,,,,,,
1159,484,6,North America,A2,Fishery R&D,Good,19902.5838935759,FALSE,Developed,0.829,Mexico,40.2191558442,TRUE,3,42.2021387338,40.2191558442,0.4220213873,8004.6512331712,,,,,,,
1160,484,6,North America,A3,MPAs,Good,12106.5842898471,FALSE,Developed,0.829,Mexico,42.2021387338,TRUE,3,42.2021387338,40.2191558442,0.4220213873,5109.237497925,,,,,,,
1161,484,6,North America,B1,Boat constsruct. & renov.,Bad,0,FALSE,Developed,0.829,Mexico,NA,NA,NA,42.2021387338,40.2191558442,0.4220213873,#VALUE!,,,,,,,
1162,484,6,North America,B2,Fisheries dev. projects,Bad,0,FALSE,Developed,0.829,Mexico,NA,NA,NA,42.2021387338,40.2191558442,0.4220213873,#VALUE!,,,,,,,
1163,484,6,North America,B3,Fishing port develop.,Bad,0,FALSE,Developed,0.829,Mexico,NA,NA,NA,42.2021387338,40.2191558442,0.4220213873,#VALUE!,,,,,,,
1164,484,6,North America,B4,Markt. & storage infrast.,Bad,0,FALSE,Developed,0.829,Mexico,NA,NA,NA,42.2021387338,40.2191558442,0.4220213873,#VALUE!,,,,,,,
1165,484,6,North America,B5,Tax exemption,Bad,0,FALSE,Developed,0.829,Mexico,NA,NA,NA,42.2021387338,40.2191558442,0.4220213873,#VALUE!,,,,,,,
1166,484,6,North America,B6,Fishing access,Bad,0,FALSE,Developed,0.829,Mexico,NA,NA,NA,42.2021387338,40.2191558442,0.4220213873,#VALUE!,,,,,,,
1168,484,6,North America,C1,Fisher assistance,Ugly,77980.3480143973,FALSE,Developed,0.829,Mexico,40.2191558442,TRUE,3,42.2021387338,40.2191558442,0.4220213873,31363.0376957256,,,,,,,
1169,484,6,North America,C2,Vessel buyback,Ugly,0,FALSE,Developed,0.829,Mexico,NA,NA,NA,42.2021387338,40.2191558442,0.4220213873,#VALUE!,,,,,,,
1170,484,6,North America,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.829,Mexico,NA,NA,NA,42.2021387338,40.2191558442,0.4220213873,#VALUE!,,,,,,,
1678,710,3,Africa,A1,Fisheries mangt.,Good,16213.6407084843,FALSE,Developing,0.674,South Africa,8.1433791543,TRUE,3,8.1433791543,8.1433791543,0.0814337915,1320.3382376145,,,,,,,
1679,710,3,Africa,A2,Fishery R&D,Good,11533.7232707162,FALSE,Developing,0.674,South Africa,8.1433791543,TRUE,3,8.1433791543,8.1433791543,0.0814337915,939.2348165469,,,,,,,
1680,710,3,Africa,A3,MPAs,Good,5053.4313776533,FALSE,Developing,0.674,South Africa,8.1433791543,TRUE,3,8.1433791543,8.1433791543,0.0814337915,411.5200773868,,,,,,,
1681,710,3,Africa,B1,Boat constsruct. & renov.,Bad,0,FALSE,Developing,0.674,South Africa,NA,NA,NA,8.1433791543,8.1433791543,0.0814337915,#VALUE!,,,,,,,
1682,710,3,Africa,B2,Fisheries dev. projects,Bad,725.5896611339,TRUE,Developing,0.674,South Africa,8.1433791543,TRUE,3,8.1433791543,8.1433791543,0.0814337915,59.0875172108,,,,,,,
1683,710,3,Africa,B3,Fishing port develop.,Bad,0,FALSE,Developing,0.674,South Africa,NA,NA,NA,8.1433791543,8.1433791543,0.0814337915,#VALUE!,,,,,,,
1684,710,3,Africa,B4,Markt. & storage infrast.,Bad,0,FALSE,Developing,0.674,South Africa,NA,NA,NA,8.1433791543,8.1433791543,0.0814337915,#VALUE!,,,,,,,
1685,710,3,Africa,B5,Tax exemption,Bad,0,FALSE,Developing,0.674,South Africa,NA,NA,NA,8.1433791543,8.1433791543,0.0814337915,#VALUE!,,,,,,,
1686,710,3,Africa,B6,Fishing access,Bad,0,FALSE,Developing,0.674,South Africa,NA,NA,NA,8.1433791543,8.1433791543,0.0814337915,#VALUE!,,,,,,,
1688,710,3,Africa,C1,Fisher assistance,Ugly,0,FALSE,Developing,0.674,South Africa,NA,NA,NA,8.1433791543,8.1433791543,0.0814337915,#VALUE!,,,,,,,
1689,710,3,Africa,C2,Vessel buyback,Ugly,0,FALSE,Developing,0.674,South Africa,NA,NA,NA,8.1433791543,8.1433791543,0.0814337915,#VALUE!,,,,,,,
1690,710,3,Africa,C3,Rural fisher communities,Ugly,0,FALSE,Developing,0.674,South Africa,NA,NA,NA,8.1433791543,8.1433791543,0.0814337915,#VALUE!,,,,,,,
1912,840,6,North America,A1,Fisheries mangt.,Good,2090892.77939137,FALSE,Developed,,USA,26.7190670723,TRUE,3,26.7190670723,19.4737499306,0.2671906707,558667.044134732,,,,,,,
1913,840,6,North America,A2,Fishery R&D,Good,807872.302674319,FALSE,Developed,,USA,19.4737499306,TRUE,3,26.7190670723,19.4737499306,0.2671906707,157323.031981609,,,,,,,
1914,840,6,North America,A3,MPAs,Good,414830.100060234,FALSE,Developed,,USA,26.7190670723,TRUE,3,26.7190670723,19.4737499306,0.2671906707,110838.732671039,,,,,,,
1915,840,6,North America,B1,Boat constsruct. & renov.,Bad,17719.9249832364,FALSE,Developed,,USA,19.4737499306,TRUE,3,26.7190670723,19.4737499306,0.2671906707,3450.7338791305,,,,,,,
1916,840,6,North America,B2,Fisheries dev. projects,Bad,14552.0220311385,FALSE,Developed,,USA,19.4737499306,TRUE,3,26.7190670723,19.4737499306,0.2671906707,2833.8243801939,,,,,,,
1917,840,6,North America,B3,Fishing port develop.,Bad,0,FALSE,Developed,,USA,NA,1,3,26.7190670723,19.4737499306,0.2671906707,#VALUE!,,,,,,,
1918,840,6,North America,B4,Markt. & storage infrast.,Bad,216732.243016957,FALSE,Developed,,USA,19.4737499306,NA,NA,26.7190670723,19.4737499306,0.2671906707,42205.8950241649,,,,,,,
1919,840,6,North America,B5,Tax exemption,Bad,91313.1068650971,FALSE,Developed,,USA,19.4737499306,TRUE,3,26.7190670723,19.4737499306,0.2671906707,17782.0860847968,,,,,,,
1920,840,6,North America,B6,Fishing access,Bad,52061.349567276,FALSE,Developed,,USA,0,0,3,26.7190670723,19.4737499306,0.2671906707,0,,,,,,,
1922,840,6,North America,C1,Fisher assistance,Ugly,13352.3568,TRUE,Developed,,USA,19.4737499306,NA,NA,26.7190670723,19.4737499306,0.2671906707,2600.2045730773,,,,,,,
1923,840,6,North America,C2,Vessel buyback,Ugly,286682.861133541,FALSE,Developed,,USA,0,0,3,26.7190670723,19.4737499306,0.2671906707,0,,,,,,,
1924,840,6,North America,C3,Rural fisher communities,Ugly,0,FALSE,Developed,,USA,NA,1,3,26.7190670723,19.4737499306,0.2671906707,#VALUE!,,,,,,,
1821,788,3,Africa,A1,Fisheries mangt.,Good,1776.857127391,FALSE,Developing,0.766,Tunisia,26.2105263158,1,3,26.2105263158,26.4331210191,0.2621052632,465.7236049688,,,,,,,
1822,788,3,Africa,A2,Fishery R&D,Good,0,FALSE,Developing,0.766,Tunisia,NA,NA,NA,26.2105263158,26.4331210191,0.2621052632,#VALUE!,,,,,,,
1823,788,3,Africa,A3,MPAs,Good,256.4941519127,FALSE,Developing,0.766,Tunisia,26.2105263158,,3,26.2105263158,26.4331210191,0.2621052632,67.2284671855,,,,,,,
1824,788,3,Africa,B1,Boat constsruct. & renov.,Bad,0,FALSE,Developing,0.766,Tunisia,NA,NA,NA,26.2105263158,26.4331210191,0.2621052632,#VALUE!,,,,,,,
1825,788,3,Africa,B2,Fisheries dev. projects,Bad,1945.4687021902,TRUE,Developing,0.766,Tunisia,26.4331210191,1,3,26.2105263158,26.4331210191,0.2621052632,514.2480964388,,,,,,,
1826,788,3,Africa,B3,Fishing port develop.,Bad,0,FALSE,Developing,0.766,Tunisia,NA,NA,NA,26.2105263158,26.4331210191,0.2621052632,#VALUE!,,,,,,,
1827,788,3,Africa,B4,Markt. & storage infrast.,Bad,970.8080313505,FALSE,Developing,0.766,Tunisia,13.1052631579,0,2,26.2105263158,26.4331210191,0.2621052632,127.2269472665,,,,,,,
1828,788,3,Africa,B5,Tax exemption,Bad,1095.3442089063,FALSE,Developing,0.766,Tunisia,26.4331210191,1,3,26.2105263158,26.4331210191,0.2621052632,289.533660316,,,,,,,
1829,788,3,Africa,B6,Fishing access,Bad,0,FALSE,Developing,0.766,Tunisia,NA,NA,NA,26.2105263158,26.4331210191,0.2621052632,#VALUE!,,,,,,,
1831,788,3,Africa,C1,Fisher assistance,Ugly,0,FALSE,Developing,0.766,Tunisia,NA,NA,NA,26.2105263158,26.4331210191,0.2621052632,#VALUE!,,,,,,,
1832,788,3,Africa,C2,Vessel buyback,Ugly,0,FALSE,Developing,0.766,Tunisia,NA,NA,NA,26.2105263158,26.4331210191,0.2621052632,#VALUE!,,,,,,,
1833,788,3,Africa,C3,Rural fisher communities,Ugly,0,FALSE,Developing,0.766,Tunisia,NA,NA,NA,26.2105263158,26.4331210191,0.2621052632,#VALUE!,,,,,,,
1873,818,3,Africa,A1,Fisheries mangt.,Good,5319.9364915885,FALSE,Developing,0.708,Egypt,27.0604395604,1,2,27.0604395604,20.5636743215,0.2706043956,1439.5981989601,,,,,,,
1874,818,3,Africa,A2,Fishery R&D,Good,3784.3852058758,FALSE,Developing,0.708,Egypt,11.036036036,2,2,27.0604395604,20.5636743215,0.2706043956,417.6461150629,,,,,,,
1875,818,3,Africa,A3,MPAs,Good,2698.503652314,FALSE,Developing,0.708,Egypt,27.0604395604,1,3,27.0604395604,20.5636743215,0.2706043956,730.2269498707,,,,,,,
1876,818,3,Africa,B1,Boat constsruct. & renov.,Bad,0,FALSE,Developing,0.708,Egypt,NA,NA,NA,27.0604395604,20.5636743215,0.2706043956,#VALUE!,,,,,,,
1877,818,3,Africa,B2,Fisheries dev. projects,Bad,29.5817980222,TRUE,Developing,0.708,Egypt,20.5636743215,1,3,27.0604395604,20.5636743215,0.2706043956,6.0831046037,,,,,,,
1878,818,3,Africa,B3,Fishing port develop.,Bad,1696.5548899134,FALSE,Developing,0.708,Egypt,0,0,2,27.0604395604,20.5636743215,0.2706043956,0,,,,,,,
1879,818,3,Africa,B4,Markt. & storage infrast.,Bad,0,FALSE,Developing,0.708,Egypt,NA,NA,NA,27.0604395604,20.5636743215,0.2706043956,#VALUE!,,,,,,,
1880,818,3,Africa,B5,Tax exemption,Bad,0,FALSE,Developing,0.708,Egypt,NA,NA,NA,27.0604395604,20.5636743215,0.2706043956,#VALUE!,,,,,,,
1881,818,3,Africa,B6,Fishing access,Bad,0,FALSE,Developing,0.708,Egypt,NA,NA,NA,27.0604395604,20.5636743215,0.2706043956,#VALUE!,,,,,,,
1883,818,3,Africa,C1,Fisher assistance,Ugly,0,FALSE,Developing,0.708,Egypt,NA,NA,NA,27.0604395604,20.5636743215,0.2706043956,#VALUE!,,,,,,,
1884,818,3,Africa,C2,Vessel buyback,Ugly,0,FALSE,Developing,0.708,Egypt,NA,NA,NA,27.0604395604,20.5636743215,0.2706043956,#VALUE!,,,,,,,
1885,818,3,Africa,C3,Rural fisher communities,Ugly,0,FALSE,Developing,0.708,Egypt,NA,NA,NA,27.0604395604,20.5636743215,0.2706043956,#VALUE!,,,,,,,
1197,508,3,Africa,A1,Fisheries mangt.,Good,1293.7666928672,FALSE,Developing,0.384,Mozambique,50,0,2,73.6842105263,78.5256410256,0.7368421053,646.8833464336,,,,,,,
1198,508,3,Africa,A2,Fishery R&D,Good,0,FALSE,Developing,0.384,Mozambique,NA,,NA,73.6842105263,78.5256410256,0.7368421053,#VALUE!,Detailed mentioning of where development aid has been aimed for and both industrila and artisianl fisheires were mentioned,ftp://ftp.fao.org/FI/DOCUMENT/fcp/en/FI_CP_MZ.pdf,,,,,
1199,508,3,Africa,A3,MPAs,Good,308.7009528557,FALSE,Developing,0.384,Mozambique,73.6842105263,1,3,73.6842105263,78.5256410256,0.7368421053,227.463859999,,ftp://ftp.fao.org/FI/DOCUMENT/fcp/en/FI_CP_MZ.pdf,,,,,
1200,508,3,Africa,B1,Boat constsruct. & renov.,Bad,0,FALSE,Developing,0.384,Mozambique,NA,NA,NA,73.6842105263,78.5256410256,0.7368421053,#VALUE!,,,,,,,
1201,508,3,Africa,B2,Fisheries dev. projects,Bad,8402.0722034631,TRUE,Developing,0.384,Mozambique,78.5256410256,1,2,73.6842105263,78.5256410256,0.7368421053,6597.7810572066,,,,,,,
1202,508,3,Africa,B3,Fishing port develop.,Bad,0,FALSE,Developing,0.384,Mozambique,NA,NA,NA,73.6842105263,78.5256410256,0.7368421053,#VALUE!,,,,,,,
1203,508,3,Africa,B4,Markt. & storage infrast.,Bad,0,FALSE,Developing,0.384,Mozambique,NA,NA,NA,73.6842105263,78.5256410256,0.7368421053,#VALUE!,,,,,,,
1204,508,3,Africa,B5,Tax exemption,Bad,0,FALSE,Developing,0.384,Mozambique,NA,NA,NA,73.6842105263,78.5256410256,0.7368421053,#VALUE!,,,,,,,
1205,508,3,Africa,B6,Fishing access,Bad,0,FALSE,Developing,0.384,Mozambique,NA,NA,NA,73.6842105263,78.5256410256,0.7368421053,#VALUE!,,,,,,,
1207,508,3,Africa,C1,Fisher assistance,Ugly,0,FALSE,Developing,0.384,Mozambique,NA,NA,NA,73.6842105263,78.5256410256,0.7368421053,#VALUE!,,,,,,,
1208,508,3,Africa,C2,Vessel buyback,Ugly,0,FALSE,Developing,0.384,Mozambique,NA,NA,NA,73.6842105263,78.5256410256,0.7368421053,#VALUE!,,,,,,,
1209,508,3,Africa,C3,Rural fisher communities,Ugly,417.7492218215,FALSE,Developing,0.384,Mozambique,100,0,1,73.6842105263,78.5256410256,0.7368421053,417.7492218215,,,,,,,
1379,591,4,"South, Central America and Carribbean",A1,Fisheries mangt.,Good,19123.0653056647,FALSE,Developing,0.812,Panama,16.4,1,2,16.4,13.5230066737,0.164,3136.182710129,"some mngt measures exist, e.g. licenses ",,,,,,
1380,591,4,"South, Central America and Carribbean",A2,Fishery R&D,Good,0,FALSE,Developing,0.812,Panama,NA,,NA,16.4,13.5230066737,0.164,#VALUE!,,,,,,,
1381,591,4,"South, Central America and Carribbean",A3,MPAs,Good,4032.7092457947,FALSE,Developing,0.812,Panama,16.4,1,3,16.4,13.5230066737,0.164,661.3643163103,,,,,,,
1382,591,4,"South, Central America and Carribbean",B1,Boat constsruct. & renov.,Bad,0,FALSE,Developing,0.812,Panama,NA,,NA,16.4,13.5230066737,0.164,#VALUE!,,,,,,,
1383,591,4,"South, Central America and Carribbean",B2,Fisheries dev. projects,Bad,801.5316607037,TRUE,Developing,0.812,Panama,13.5230066737,1,3,16.4,13.5230066737,0.164,108.3911799687,,,,,,,
1384,591,4,"South, Central America and Carribbean",B3,Fishing port develop.,Bad,0,FALSE,Developing,0.812,Panama,NA,NA,NA,16.4,13.5230066737,0.164,#VALUE!,,,,,,,
1385,591,4,"South, Central America and Carribbean",B4,Markt. & storage infrast.,Bad,10448.1281685064,FALSE,Developing,0.812,Panama,0,0,2,16.4,13.5230066737,0.164,0,"no mentioning of SSF when explaining storage, market and infrastructure",,,,,,
1386,591,4,"South, Central America and Carribbean",B5,Tax exemption,Bad,11788.4232681224,FALSE,Developing,0.812,Panama,13.5230066737,1,2,16.4,13.5230066737,0.164,1594.1492652712,"See FAO report, only supposed to be until 2007, no further info whether it continued, mainly aimed for exports, but it also states that the fishery don't pay any taxes. Information that also artisinal fishery sometimes exports ",,,,,,
1387,591,4,"South, Central America and Carribbean",B6,Fishing access,Bad,0,FALSE,Developing,0.812,Panama,NA,v,NA,16.4,13.5230066737,0.164,#VALUE!,,,,,,,
1389,591,4,"South, Central America and Carribbean",C1,Fisher assistance,Ugly,0,FALSE,Developing,0.812,Panama,NA,,NA,16.4,13.5230066737,0.164,#VALUE!,,,,,,,
1390,591,4,"South, Central America and Carribbean",C2,Vessel buyback,Ugly,0,FALSE,Developing,0.812,Panama,NA,,NA,16.4,13.5230066737,0.164,#VALUE!,,,,,,,
1391,591,4,"South, Central America and Carribbean",C3,Rural fisher communities,Ugly,2765.3423417453,FALSE,Developing,0.812,Panama,100,0,2,16.4,13.5230066737,0.164,2765.3423417453,,,,,,,
846,364,2,Asia,A1,Fisheries mangt.,Good,50120.1340850619,FALSE,Developing,0.759,Iran,58.0521262003,1,2,58.0521262003,57.8920570265,0.580521262,29095.8034908069,,,,,,,
847,364,2,Asia,A2,Fishery R&D,Good,35653.4154288882,FALSE,Developing,0.759,Iran,57.8920570265,1,2,58.0521262003,57.8920570265,0.580521262,20640.4955919786,,,,,,,
848,364,2,Asia,A3,MPAs,Good,1580.2711330931,FALSE,Developing,0.759,Iran,58.0521262003,1,3,58.0521262003,57.8920570265,0.580521262,917.3809924897,,,,,,,
849,364,2,Asia,B1,Boat constsruct. & renov.,Bad,97269.1103773691,FALSE,Developing,0.759,Iran,57.8920570265,1,2,58.0521262003,57.8920570265,0.580521262,56311.088848813,,,,,,,
850,364,2,Asia,B2,Fisheries dev. projects,Bad,26.2985982006,TRUE,Developing,0.759,Iran,NA,NA,NA,58.0521262003,57.8920570265,0.580521262,#VALUE!,,,,,,,
851,364,2,Asia,B3,Fishing port develop.,Bad,0,FALSE,Developing,0.759,Iran,NA,NA,NA,58.0521262003,57.8920570265,0.580521262,#VALUE!,,,,,,,
